peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_nu
HoiH23_PlH23_009526	0	0	4	0	1	0	4	2	9	1	12	1	1
HoiH23_PlH23_009527	0	0	2	0	0	0	6	1	0	0	0	0	0
HoiH23_PlH23_009528	2	2	12	3	6	1	8	8	12	5	16	5	2
HoiH23_PlH23_009529	6	2	7	2	0	2	7	2	3	5	5	1	2
HoiH23_PlH23_009521	0	1	0	2	4	1	3	2	2	2	4	7	2
HoiH23_PlH23_009525	1	0	2	0	0	0	1	1	2	0	2	2	3
HoiH23_PlH23_009530	10	41	23	25	1	7	14	40	39	30	16	26	36
HoiH23_PlH23_009099	0	0	5	3	76	17	0	27	10	7	15	3	8
HoiH23_orphan_1762	1	0	34	7	0	0	3	1	1	1	1	2	0
HoiH23_PlH23_009104	3	5	13	4	12	4	21	7	12	8	14	4	8
HoiH23_PlH23_009106	0	1	0	1	0	1	1	1	2	0	1	0	0
HoiH23_PlH23_009107	0	0	0	0	0	0	1	0	0	0	0	1	0
HoiH23_PlH23_009100	1	0	5	1	0	0	6	4	6	2	2	2	1
HoiH23_orphan_1763	0	0	2	0	0	0	2	1	0	0	0	1	1
HoiH23_PlH23_009101	0	0	2	0	2	1	1	2	2	0	0	1	1
HoiH23_PlH23_009102	1	0	4	0	1	1	0	0	0	0	0	0	1
HoiH23_PlH23_009105	0	1	0	1	2	0	2	1	1	0	1	2	1
HoiH23_orphan_1764	0	1	2	0	0	0	1	0	0	1	0	1	0
HoiH23_PlH23_009481	0	0	3	0	1	0	2	1	3	0	0	1	0
HoiH23_PlH23_009483	0	0	0	2	1	0	3	1	1	1	0	0	0
HoiH23_PlH23_009486	0	0	6	0	0	0	0	0	0	23	2	0	0
HoiH23_PlH23_009488	0	5	1	3	2	0	1	4	2	0	4	0	1
HoiH23_PlH23_009489	0	2	7	0	0	1	5	5	2	4	3	0	0
HoiH23_PlH23_009490	4	0	4	2	1	3	7	6	2	1	1	2	0
HoiH23_orphan_1765	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_009482	4	0	3	3	5	6	6	4	5	6	4	3	4
HoiH23_PlH23_009484	23	64	106	63	257	101	221	171	238	176	165	94	38
HoiH23_PlH23_009487	1	4	10	3	11	5	16	4	12	6	14	5	2
HoiH23_PlH23_009280	0	0	1	0	0	0	2	1	1	1	0	1	1
HoiH23_PlH23_009281	0	0	35	0	0	0	1	20	29	33	1	0	0
HoiH23_PlH23_009282	0	0	0	0	0	0	0	0	0	0	5	0	12
HoiH23_PlH23_009283	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_009284	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_007791	0	1	8	0	3	1	9	3	1	4	4	1	0
HoiH23_orphan_1766	0	1	5	3	2	1	1	1	3	3	1	3	2
HoiH23_PlH23_007794	46	80	201	133	374	160	425	324	335	285	306	148	89
HoiH23_PlH23_007795	13	18	25	8	24	6	32	31	41	43	29	11	8
HoiH23_PlH23_007796	1	3	16	8	11	1	32	15	17	14	21	7	3
HoiH23_PlH23_007798	0	0	1	0	0	1	1	1	0	0	3	0	0
HoiH23_PlH23_007800	0	1	23	0	8	5	7	11	0	1	0	0	0
HoiH23_PlH23_007802	0	0	3	1	4	0	0	1	1	1	6	0	0
HoiH23_PlH23_007792	1	1	2	2	2	0	0	2	5	2	2	1	1
HoiH23_PlH23_007793	4	5	10	5	12	3	21	26	28	15	17	8	8
HoiH23_PlH23_007797	1	0	0	0	1	1	0	2	0	0	2	1	0
HoiH23_PlH23_007799	1	2	12	7	17	5	23	9	6	4	4	3	1
HoiH23_PlH23_007801	4	7	21	8	5	2	4	5	8	3	5	2	1
HoiH23_PlH23_007803	0	2	2	0	3	1	4	1	1	0	3	0	0
HoiH23_PlH23_008729	5	7	8	9	7	3	11	7	12	3	5	3	4
HoiH23_PlH23_008732	0	1	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_008734	0	3	2	0	1	0	2	1	1	2	2	1	0
HoiH23_PlH23_008737	1	1	3	0	4	0	1	1	2	2	2	0	0
HoiH23_orphan_1767	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_008739	36	44	196	58	109	50	209	89	235	147	329	61	33
HoiH23_PlH23_008730	0	2	1	1	1	0	0	0	3	0	3	0	0
HoiH23_PlH23_008731	4	3	11	0	3	2	4	8	9	8	5	1	1
HoiH23_PlH23_008733	0	2	4	3	3	0	5	4	2	1	5	1	0
HoiH23_PlH23_008735	2	1	8	2	6	1	2	4	5	3	7	2	2
HoiH23_PlH23_008736	0	2	3	1	0	0	5	0	6	1	1	2	0
HoiH23_PlH23_008738	2	3	5	4	4	3	5	7	11	9	4	2	3
HoiH23_orphan_1769	0	0	1	0	0	0	1	1	0	1	1	1	0
HoiH23_PlH23_008740	5	6	24	3	33	9	21	13	29	9	49	7	9
HoiH23_orphan_1770	0	1	1	0	0	0	0	0	0	0	0	0	3
HoiH23_orphan_1771	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_010090	3	6	11	5	3	1	5	6	10	7	8	3	4
HoiH23_PlH23_010091	0	1	1	0	1	0	3	1	2	2	0	1	1
HoiH23_PlH23_010092	0	0	1	1	1	0	2	0	0	0	0	0	0
HoiH23_orphan_1772	0	0	0	0	0	0	0	0	0	2	1	0	0
HoiH23_PlH23_010095	0	0	0	0	0	0	0	0	0	0	0	0	3
HoiH23_orphan_1774	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_010093	0	0	0	0	0	0	0	0	0	0	0	0	2
HoiH23_PlH23_010094	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_001854	10	7	24	1	1	1	1	1	0	0	6	5	2
HoiH23_PlH23_001856	9	15	34	10	20	10	40	27	48	19	38	16	22
HoiH23_PlH23_001858	20	52	105	58	304	82	228	145	232	151	177	57	58
HoiH23_PlH23_001860	1	4	5	2	3	1	7	3	4	2	7	5	1
HoiH23_PlH23_001861	0	0	0	1	0	1	3	1	2	0	1	0	0
HoiH23_PlH23_001862	0	2	1	0	0	1	4	3	2	4	8	0	0
HoiH23_PlH23_001864	1	12	14	12	14	6	31	13	20	11	20	8	13
HoiH23_PlH23_001868	3	2	7	3	4	0	8	4	10	9	20	4	5
HoiH23_PlH23_001870	0	0	51	0	0	0	4	0	0	1	4	1	0
HoiH23_orphan_1775	0	0	5	0	0	0	2	0	0	0	0	0	0
HoiH23_PlH23_001871	0	0	520	0	0	0	44	0	1	0	37	6	0
HoiH23_PlH23_001874	26	44	129	35	61	45	165	93	162	126	97	50	29
HoiH23_PlH23_001875	1	2	5	1	4	0	3	4	1	3	2	2	1
HoiH23_PlH23_001877	4	5	13	2	2	2	14	13	19	5	12	9	10
HoiH23_PlH23_001879	1	3	6	3	4	3	9	4	9	3	9	2	5
HoiH23_PlH23_001881	10	22	34	9	18	10	37	29	34	21	35	15	10
HoiH23_PlH23_001883	0	3	5	0	7	3	6	1	2	1	3	4	1
HoiH23_PlH23_001885	1	0	6	0	1	0	0	0	1	1	0	1	0
HoiH23_PlH23_001886	3	2	6	1	3	3	10	3	5	4	5	4	5
HoiH23_PlH23_001890	17	39	54	23	54	31	81	54	104	69	49	23	36
HoiH23_PlH23_001892	0	1	1	1	1	0	2	2	2	1	0	1	0
HoiH23_PlH23_001894	2	4	9	0	0	4	4	3	5	4	9	4	2
HoiH23_PlH23_001897	4	2	3	3	2	0	5	5	2	2	5	4	1
HoiH23_orphan_1776	1	1	6	2	2	3	2	3	4	2	1	0	0
HoiH23_PlH23_001899	70	100	205	53	74	42	199	100	151	111	196	78	63
HoiH23_PlH23_001901	3	1	18	4	12	2	8	2	11	3	3	3	1
HoiH23_PlH23_001903	0	2	3	0	2	0	10	0	1	0	5	2	1
HoiH23_PlH23_001905	3	5	17	6	7	0	20	2	10	6	14	8	5
HoiH23_PlH23_001908	16	32	54	18	19	15	38	20	59	28	28	12	9
HoiH23_PlH23_001909	0	4	4	3	2	4	9	2	5	7	7	0	4
HoiH23_orphan_1777	1	1	1	1	1	1	2	0	1	2	2	0	1
HoiH23_PlH23_001911	58	101	232	66	157	68	272	142	259	140	171	99	98
HoiH23_PlH23_001912	3	3	11	2	3	1	9	12	9	1	5	4	3
HoiH23_PlH23_001914	14	17	25	4	8	9	22	20	15	11	18	7	14
HoiH23_PlH23_001916	12	36	44	24	36	16	51	26	48	52	36	16	22
HoiH23_PlH23_001918	8	1	14	3	15	8	12	14	21	6	17	10	6
HoiH23_PlH23_001919	5	21	20	9	15	4	14	13	20	14	30	7	10
HoiH23_PlH23_001922	10	26	14	9	6	11	27	17	17	18	11	4	9
HoiH23_PlH23_001855	2	6	24	10	9	5	34	17	23	16	16	12	14
HoiH23_PlH23_001857	2	0	1	1	0	0	1	2	2	1	2	2	0
HoiH23_PlH23_001859	2	1	2	1	3	2	3	5	8	3	6	0	1
HoiH23_orphan_1778	12	12	16	7	28	6	32	26	32	18	18	16	8
HoiH23_PlH23_001863	34	56	93	41	77	59	176	77	142	86	75	40	32
HoiH23_PlH23_001865	0	0	0	2	0	2	3	2	0	4	3	1	1
HoiH23_PlH23_001866	11	31	17	10	16	11	30	8	17	64	36	3	10
HoiH23_PlH23_001867	7	14	12	7	15	6	19	14	26	10	19	6	4
HoiH23_PlH23_001869	2	3	4	4	3	0	4	2	7	0	4	3	0
HoiH23_PlH23_001872	10	14	26	16	17	3	19	16	22	15	26	5	4
HoiH23_PlH23_001873	29	76	144	48	212	102	323	177	327	186	158	97	61
HoiH23_orphan_1779	0	0	0	0	1	1	1	0	0	0	0	0	0
HoiH23_PlH23_001876	0	0	3	1	0	0	7	0	0	0	0	3	0
HoiH23_PlH23_001878	1	3	11	2	6	2	4	6	25	31	10	1	2
HoiH23_orphan_1780	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_001880	14	21	40	9	17	7	44	23	55	40	42	11	15
HoiH23_PlH23_001882	16	8	76	12	53	43	113	24	87	35	49	35	16
HoiH23_PlH23_001884	3	4	3	2	0	0	5	0	3	3	6	0	4
HoiH23_PlH23_001887	2	1	5	0	3	1	11	2	8	3	6	0	4
HoiH23_PlH23_001888	3	7	11	2	7	1	12	8	12	3	8	2	0
HoiH23_PlH23_001889	0	2	2	2	2	0	6	3	4	7	4	1	2
HoiH23_PlH23_001891	2	9	7	4	7	4	7	8	12	2	8	4	3
HoiH23_PlH23_001893	1	1	3	3	2	0	2	0	4	1	10	1	0
HoiH23_PlH23_001895	9	27	37	17	50	23	29	15	11	33	33	30	49
HoiH23_PlH23_001896	11	21	28	15	27	9	44	24	45	29	33	18	9
HoiH23_PlH23_001898	26	65	86	44	220	83	175	102	222	162	107	65	58
HoiH23_PlH23_001900	0	1	2	1	0	1	3	1	8	7	6	3	2
HoiH23_PlH23_001902	5	8	17	8	9	6	17	9	18	8	14	8	9
HoiH23_PlH23_001904	6	15	15	3	12	8	17	15	23	18	21	7	16
HoiH23_PlH23_001906	0	5	5	6	1	1	7	4	9	0	5	1	2
HoiH23_PlH23_001907	1	9	10	3	8	3	19	14	12	12	18	9	6
HoiH23_orphan_1781	7	7	31	8	6	9	28	16	18	13	23	8	9
HoiH23_PlH23_001910	6	7	14	4	13	3	21	15	16	17	10	5	2
HoiH23_PlH23_001913	16	10	40	18	13	12	25	10	56	30	19	13	8
HoiH23_orphan_1782	2	2	2	1	1	0	0	1	5	2	0	0	1
HoiH23_PlH23_001915	1	3	10	4	6	6	9	8	15	7	7	2	3
HoiH23_PlH23_001917	18	26	32	20	66	18	38	29	61	27	24	14	14
HoiH23_orphan_1783	0	0	0	0	1	0	0	0	0	0	1	0	0
HoiH23_PlH23_001920	12	16	16	10	21	15	32	21	34	21	22	16	13
HoiH23_PlH23_001921	2	3	11	5	4	5	12	12	6	2	3	2	4
HoiH23_PlH23_009288	0	0	2	0	1	0	0	0	1	1	1	1	0
HoiH23_PlH23_009293	0	0	1	1	0	1	2	0	1	1	0	1	0
HoiH23_orphan_1784	0	0	0	0	0	0	0	0	0	0	1	1	0
HoiH23_orphan_1785	0	0	0	0	5	2	0	2	2	1	0	1	1
HoiH23_orphan_1786	0	0	1	0	1	0	0	1	0	0	0	0	0
HoiH23_PlH23_009287	3	5	7	1	22	10	12	20	19	4	12	9	16
HoiH23_PlH23_009289	2	0	2	4	1	3	10	7	5	4	2	2	4
HoiH23_PlH23_009291	0	0	0	1	0	0	1	0	1	0	1	0	1
HoiH23_PlH23_009292	5	5	28	18	6	9	60	11	25	14	23	22	16
HoiH23_PlH23_009294	0	0	5	1	1	0	5	0	21	19	5	1	0
HoiH23_PlH23_009295	0	0	0	0	0	0	0	0	0	0	0	0	5
HoiH23_PlH23_010925	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_orphan_1787	0	0	0	0	0	0	0	0	2	0	0	0	0
HoiH23_PlH23_010929	0	0	0	0	0	0	7	0	0	0	0	0	0
HoiH23_PlH23_010930	8	6	0	2	0	0	2	2	1	0	0	0	2
HoiH23_PlH23_010931	0	0	0	0	0	0	5	0	0	0	0	0	28
HoiH23_PlH23_010932	14	26	113	3	0	0	78	0	0	1	0	0	1
HoiH23_PlH23_010919	0	0	0	0	0	5	0	0	3	0	0	0	24
HoiH23_PlH23_010920	0	0	0	0	0	0	0	0	9	0	0	0	2
HoiH23_PlH23_010921	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_010922	0	0	0	0	0	0	0	0	1	0	0	0	1
HoiH23_PlH23_010924	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_PlH23_010926	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_orphan_1789	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_008788	0	1	2	2	1	1	2	0	1	0	2	0	0
HoiH23_PlH23_008789	17	32	63	37	43	26	120	64	84	65	86	43	30
HoiH23_PlH23_008791	3	1	5	5	6	2	11	1	5	5	6	4	5
HoiH23_PlH23_008793	0	0	1	2	3	1	7	2	1	0	10	1	0
HoiH23_PlH23_008795	0	1	8	2	5	0	9	1	2	1	11	3	1
HoiH23_PlH23_008798	283	430	503	133	544	273	837	427	873	541	561	213	247
HoiH23_PlH23_008786	0	0	0	0	0	0	1	0	0	0	0	0	1
HoiH23_PlH23_008787	0	0	0	0	3	0	0	1	0	0	0	0	0
HoiH23_PlH23_008790	0	0	1	0	2	0	0	1	1	0	0	0	0
HoiH23_PlH23_008792	75	84	363	182	70	51	175	117	162	102	315	58	45
HoiH23_orphan_1791	3	1	5	3	2	1	1	4	4	1	5	1	1
HoiH23_PlH23_008794	4	10	24	14	34	14	52	36	50	35	36	19	9
HoiH23_PlH23_008796	0	1	0	0	1	4	3	1	11	3	3	0	1
HoiH23_PlH23_008797	11	13	42	18	48	15	68	33	80	55	23	12	12
HoiH23_PlH23_010774	0	0	0	0	2	1	2	0	0	0	0	0	0
HoiH23_orphan_1792	1	0	0	0	0	0	2	0	0	0	0	0	0
HoiH23_PlH23_010776	0	0	1	0	0	0	7	0	0	0	0	0	0
HoiH23_orphan_1795	0	1	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_009640	1	0	6	0	3	0	5	2	11	6	3	0	2
HoiH23_PlH23_009641	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_009642	0	0	0	1	0	0	3	3	1	0	4	0	0
HoiH23_PlH23_009644	1	3	4	0	6	2	8	3	13	2	2	0	3
HoiH23_orphan_1797	0	0	29	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_009649	0	0	0	0	0	0	0	0	0	1	0	0	0
HoiH23_orphan_1798	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_009643	0	1	1	2	1	0	1	1	5	5	0	0	0
HoiH23_PlH23_009646	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_009648	0	0	0	0	0	1	5	0	0	0	0	0	0
HoiH23_PlH23_008858	5	9	11	0	8	3	19	1	0	2	8	0	1
HoiH23_PlH23_008860	0	3	5	4	2	3	7	5	5	1	4	6	1
HoiH23_PlH23_008862	0	1	2	1	4	4	0	3	1	2	0	0	0
HoiH23_PlH23_008864	0	0	5	0	6	0	0	4	1	1	2	2	1
HoiH23_PlH23_008865	0	2	7	5	24	2	11	4	19	8	10	3	0
HoiH23_orphan_1799	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_008867	2	0	4	0	0	0	3	1	0	0	0	0	0
HoiH23_PlH23_008859	2	0	5	1	1	1	3	2	7	1	3	1	0
HoiH23_PlH23_008863	3	5	19	0	4	8	5	9	5	8	15	3	1
HoiH23_PlH23_008866	0	2	0	1	2	1	2	1	5	1	0	3	0
HoiH23_PlH23_008868	13	24	26	3	3	4	80	0	8	0	6	0	15
HoiH23_PlH23_010368	3	3	13	7	5	4	10	4	22	12	13	6	2
HoiH23_PlH23_010370	0	0	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_010371	0	0	0	0	1	0	0	1	1	0	1	0	0
HoiH23_PlH23_010372	0	0	0	0	0	0	0	0	6	1	0	0	1
HoiH23_PlH23_010373	0	0	1	0	0	0	0	2	2	0	0	0	0
HoiH23_PlH23_010369	0	0	1	0	1	0	0	1	9	1	4	0	0
HoiH23_orphan_1800	0	0	0	0	0	0	0	0	1	0	1	0	0
HoiH23_orphan_1801	0	0	1	0	7	2	1	4	1	0	1	0	1
HoiH23_PlH23_010374	0	0	0	0	0	0	0	2	0	0	0	0	0
HoiH23_PlH23_010375	0	0	19	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_008981	0	0	0	0	1	0	0	0	1	1	1	1	0
HoiH23_PlH23_008984	0	2	4	1	1	0	3	3	7	3	3	0	3
HoiH23_PlH23_008986	0	1	2	1	3	0	10	3	4	1	4	1	1
HoiH23_orphan_1803	0	0	0	0	0	0	3	0	1	0	0	0	1
HoiH23_PlH23_008988	12	22	22	2	11	4	23	6	12	6	26	7	4
HoiH23_PlH23_008982	3	14	12	3	15	6	35	16	97	57	19	5	6
HoiH23_PlH23_008983	1	4	7	4	0	0	0	2	4	3	4	1	3
HoiH23_orphan_1805	0	3	4	0	1	0	0	0	0	3	0	0	0
HoiH23_PlH23_008985	1	1	7	1	6	1	8	4	2	0	5	2	0
HoiH23_PlH23_008987	0	0	2	0	0	0	3	1	1	2	2	1	0
HoiH23_PlH23_008989	0	0	6	1	0	2	6	4	6	0	0	0	0
HoiH23_PlH23_008990	0	0	2	0	1	2	3	2	7	0	11	1	3
HoiH23_orphan_1807	0	0	0	0	13	1	0	0	0	0	1	1	0
HoiH23_PlH23_009746	0	0	0	1	229	69	26	7	4	5	37	2	5
HoiH23_orphan_1808	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_009748	0	2	3	3	2	2	5	2	6	2	3	4	1
HoiH23_PlH23_009750	0	1	2	1	1	1	4	2	3	1	2	0	0
HoiH23_PlH23_009752	4	9	6	5	2	12	16	3	7	10	14	1	9
HoiH23_PlH23_009755	0	0	1	0	1	0	2	1	3	1	0	1	1
HoiH23_PlH23_009745	0	1	17	6	0	0	8	2	2	1	31	2	1
HoiH23_orphan_1809	0	0	0	0	5	0	0	0	0	0	1	0	0
HoiH23_PlH23_009747	1	0	9	2	17	1	7	6	9	2	2	4	2
HoiH23_PlH23_009749	14	38	48	13	25	10	34	14	43	27	36	8	14
HoiH23_PlH23_009751	3	8	13	6	18	6	21	10	30	17	20	6	8
HoiH23_PlH23_009753	0	0	9	38	24	10	2	0	14	10	4	2	7
HoiH23_PlH23_009754	1	1	2	0	5	0	0	2	5	0	3	1	1
HoiH23_PlH23_009756	1	0	6	1	1	1	5	2	2	4	3	1	1
HoiH23_PlH23_009890	1	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_009891	4	10	15	1	4	2	11	8	15	11	13	6	2
HoiH23_PlH23_009892	1	6	9	0	12	2	9	2	4	1	8	4	5
HoiH23_PlH23_009893	0	0	0	0	0	0	0	0	16	6	0	0	0
HoiH23_orphan_1810	0	0	0	0	0	0	1	0	1	1	0	0	2
HoiH23_PlH23_009895	1	2	8	5	3	0	7	2	6	8	7	5	3
HoiH23_orphan_1811	1	2	1	0	3	0	1	0	0	4	5	1	1
HoiH23_PlH23_009897	16	20	24	7	64	19	51	20	47	34	122	31	25
HoiH23_PlH23_009894	0	0	6	0	1	0	5	1	1	1	31	10	0
HoiH23_PlH23_009896	5	5	10	6	6	1	14	6	9	9	7	5	6
HoiH23_PlH23_009898	3	8	8	4	5	4	14	12	6	5	13	1	2
HoiH23_orphan_1812	0	1	1	0	0	0	0	0	0	1	0	0	0
HoiH23_PlH23_002692	1	5	4	0	2	0	9	5	10	3	11	0	4
HoiH23_PlH23_002694	0	0	17	0	0	0	2	0	0	0	2	0	0
HoiH23_PlH23_002695	0	2	6	0	7	3	4	3	8	4	9	2	4
HoiH23_PlH23_002696	3	5	0	0	8	8	5	0	0	6	0	0	0
HoiH23_PlH23_002700	0	0	0	0	0	0	1	1	1	0	0	0	0
HoiH23_PlH23_002703	0	0	0	0	29	1	0	0	30	1	0	0	10
HoiH23_PlH23_002704	0	0	2	0	1	0	1	0	1	0	0	0	0
HoiH23_PlH23_002706	0	9	16	4	7	4	11	8	10	7	8	2	3
HoiH23_PlH23_002708	0	0	4	0	0	0	2	0	0	0	0	0	1
HoiH23_PlH23_002710	19	27	51	16	55	19	93	61	56	41	47	20	29
HoiH23_PlH23_002711	4	4	12	4	16	7	16	13	29	36	27	5	5
HoiH23_PlH23_002713	0	9	7	2	13	2	21	13	16	9	10	9	11
HoiH23_PlH23_002714	0	0	3	0	2	0	0	0	0	0	1	0	0
HoiH23_PlH23_002716	0	0	0	1	0	0	0	0	0	0	0	0	0
HoiH23_orphan_1814	0	0	0	0	0	0	12	1	0	0	0	1	0
HoiH23_PlH23_002719	0	0	1	0	0	0	0	0	2	1	0	0	0
HoiH23_PlH23_002721	0	0	1	1	1	0	3	0	0	0	1	0	0
HoiH23_PlH23_002722	0	0	0	0	0	0	0	0	0	0	0	0	1
HoiH23_orphan_1815	1	0	8	2	9	3	6	1	9	9	5	1	1
HoiH23_PlH23_002724	43	79	132	86	275	143	197	176	249	170	190	64	77
HoiH23_PlH23_002726	1	2	8	4	4	0	9	4	4	2	7	2	0
HoiH23_PlH23_002727	7	6	20	10	19	5	21	18	29	39	17	14	4
HoiH23_orphan_1816	0	0	0	0	0	0	0	0	0	2	0	0	0
HoiH23_orphan_1817	0	0	0	0	0	0	0	1	0	0	0	2	0
HoiH23_PlH23_002731	2	4	12	9	3	3	8	4	6	3	7	3	5
HoiH23_PlH23_002732	7	10	20	5	10	6	18	21	16	14	11	2	9
HoiH23_PlH23_002733	3	7	12	4	3	0	11	8	10	12	7	1	1
HoiH23_PlH23_002734	1	5	9	0	4	0	31	10	7	5	5	10	0
HoiH23_PlH23_002735	0	2	7	5	1	2	14	9	10	6	2	8	1
HoiH23_PlH23_002739	0	0	3	2	0	0	2	0	3	1	6	1	1
HoiH23_PlH23_002741	0	0	20	37	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_002743	1	4	16	28	5	4	22	21	9	4	8	5	3
HoiH23_PlH23_002746	2	3	4	1	2	2	6	2	5	1	8	0	1
HoiH23_PlH23_002747	0	0	0	0	0	0	0	1	0	0	0	0	0
HoiH23_PlH23_002748	4	2	3	2	0	0	5	1	4	3	7	5	6
HoiH23_PlH23_002690	2	0	2	1	0	0	1	0	0	1	2	0	1
HoiH23_PlH23_002691	0	0	0	1	3	0	8	2	1	2	3	1	1
HoiH23_PlH23_002693	0	0	0	0	0	0	0	0	0	0	10	0	0
HoiH23_PlH23_002697	0	0	0	0	0	0	3	0	0	9	27	0	0
HoiH23_PlH23_002698	0	0	0	0	0	2	1	13	15	50	8	0	2
HoiH23_PlH23_002699	0	1	1	0	0	0	0	0	0	0	0	0	2
HoiH23_PlH23_002701	9	14	3	0	0	1	0	6	9	0	4	0	0
HoiH23_PlH23_002705	11	20	48	8	31	19	75	45	47	47	39	22	15
HoiH23_PlH23_002707	0	1	2	1	0	0	0	0	1	2	2	0	0
HoiH23_PlH23_002709	0	0	0	0	0	0	0	0	1	0	1	0	0
HoiH23_PlH23_002712	0	0	4	1	0	0	5	0	2	1	2	0	0
HoiH23_PlH23_002715	3	5	3	2	8	3	8	4	6	4	18	4	2
HoiH23_PlH23_002723	1	0	0	0	0	0	2	1	3	0	0	1	0
HoiH23_PlH23_002725	0	4	2	2	0	0	4	0	3	1	2	2	0
HoiH23_PlH23_002728	0	1	0	0	110	14	0	0	1	0	1	0	3
HoiH23_PlH23_002729	0	9	11	0	6	11	19	2	27	30	3	0	0
HoiH23_PlH23_002730	0	0	40	1	0	7	4	1	0	7	9	0	13
HoiH23_orphan_1818	2	1	0	1	0	1	0	0	2	1	1	0	0
HoiH23_orphan_1820	1	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_002736	1	1	3	0	1	1	4	4	1	0	3	1	0
HoiH23_PlH23_002737	0	0	1	0	1	0	0	0	1	2	1	0	0
HoiH23_PlH23_002738	1	0	24	11	2	2	6	4	6	6	9	1	1
HoiH23_PlH23_002745	1	0	7	0	3	0	8	5	3	2	5	1	2
HoiH23_PlH23_002749	0	2	5	1	0	0	2	1	4	2	5	0	0
HoiH23_PlH23_009094	1	3	0	0	0	0	0	0	2	0	0	0	2
HoiH23_PlH23_009095	2	0	4	1	0	5	4	5	5	3	1	0	7
HoiH23_PlH23_009096	1	0	1	0	0	0	1	4	1	0	2	0	0
HoiH23_PlH23_009097	0	0	0	0	0	0	4	11	2	0	0	0	0
HoiH23_PlH23_009098	0	0	4	0	1	0	2	0	1	0	1	0	0
HoiH23_orphan_1821	0	0	3	0	0	0	0	0	0	0	0	1	0
HoiH23_orphan_1822	0	0	0	0	0	0	0	0	1	0	0	0	0
HoiH23_PlH23_008354	3	7	15	9	7	1	9	5	7	9	10	1	5
HoiH23_PlH23_008356	0	1	3	1	1	1	7	2	4	2	0	0	1
HoiH23_PlH23_008358	0	0	2	0	1	1	0	1	1	0	1	0	0
HoiH23_PlH23_008360	0	1	1	1	7	1	3	2	9	1	3	1	1
HoiH23_PlH23_008363	3	2	11	8	6	1	14	10	13	5	9	2	1
HoiH23_PlH23_008364	1	3	8	4	6	4	6	5	5	4	9	1	2
HoiH23_PlH23_008365	4	11	6	2	3	3	12	28	15	15	8	2	30
HoiH23_PlH23_008366	1	8	23	10	11	2	7	9	21	6	18	8	13
HoiH23_PlH23_008355	7	15	40	11	38	23	71	44	40	33	50	32	15
HoiH23_PlH23_008357	2	3	1	3	5	0	8	2	1	1	3	0	2
HoiH23_PlH23_008359	0	3	7	2	6	1	6	6	16	3	7	5	2
HoiH23_orphan_1823	0	0	0	0	0	0	0	1	2	0	0	0	0
HoiH23_PlH23_008361	2	2	6	3	3	1	17	8	8	3	12	2	5
HoiH23_PlH23_008362	0	1	1	1	5	1	7	9	11	3	2	1	4
HoiH23_PlH23_010063	2	8	57	0	0	1	25	5	3	1	3	0	39
HoiH23_PlH23_010064	2	2	8	0	0	0	0	0	0	0	2	0	2
HoiH23_PlH23_010065	5	10	28	0	0	0	6	7	0	1	7	0	2
HoiH23_PlH23_010066	0	0	58	0	0	0	17	0	0	4	4	0	0
HoiH23_PlH23_010067	1	1	14	1	1	5	22	1	18	1	12	2	8
HoiH23_PlH23_010068	4	6	9	2	7	2	14	9	6	6	7	6	6
HoiH23_PlH23_010070	121	237	15	9	14	6	27	12	29	11	19	2	4
