lipophil_1	trans_lipophil_1_fibre	trans_lipophil_1_gland	trans_lipophil_1_epithelia	trans_lipophil_1_lipophil_2	lipophil_2	trans_lipophil_2_epithelia	trans_lipophil_2_gland	unknown_1	fibre_1	fibre_2	trans_fibre_gland	gland_1	trans_gland_epithelia_ventral	trans_gland_epithelia_dorsal	epithelia_gland_like	epithelia_ventral	epithelia_unknown	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_epsilon	peptidergic_zeta	peptidergic_zeta_like	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu
HoiH23_PlH23_007815	14	0	1	0	0	2	1	0	4	0	2	0	19	0	0	7	8	10	15	0	0	0	0	0	2	0	1	2	2	3	2	4	0	0	0
HoiH23_PlH23_007816	3	1	0	0	0	5	5	0	0	0	1	0	16	0	0	6	13	2	23	0	0	0	0	0	0	0	6	1	0	1	2	0	1	0	0
HoiH23_PlH23_007817	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_007818	5	0	0	0	0	3	3	0	0	4	0	0	11	1	0	3	7	4	5	0	0	0	0	0	0	0	6	2	0	1	2	0	1	0	0
HoiH23_PlH23_007820	74	1	12	1	7	25	25	1	10	29	16	2	198	8	6	64	143	59	140	3	8	3	4	4	3	11	19	6	1	12	9	11	3	0	1
HoiH23_PlH23_001119	256	9	50	5	14	64	78	10	33	104	23	25	601	18	9	195	393	148	346	17	28	23	7	7	10	9	49	20	7	18	30	19	16	6	5
HoiH23_PlH23_001121	54	2	8	0	3	16	12	0	10	16	8	1	153	4	3	47	125	34	126	2	7	8	4	8	6	3	17	7	5	7	3	4	3	1	3
HoiH23_orphan_734	9	0	2	0	0	2	3	0	1	2	2	0	34	0	0	19	24	21	25	1	0	2	1	0	3	0	1	3	1	2	1	1	0	3	0
HoiH23_orphan_735	16	0	0	3	0	4	2	0	1	5	0	0	56	5	0	13	20	10	20	1	2	0	2	0	1	1	4	1	1	2	0	0	1	1	0
HoiH23_PlH23_001124	29	0	4	0	0	7	7	2	8	18	6	0	90	5	2	40	63	24	52	1	0	3	3	1	2	2	10	2	0	2	4	4	2	2	1
HoiH23_PlH23_001125	37104	971	5308	1021	1452	11716	12433	1177	8117	14453	5543	1778	99453	3017	1975	37915	68716	31852	75809	2303	3515	3910	1893	2120	2233	3233	11086	5078	3261	5295	3906	4378	3288	2159	1034
HoiH23_orphan_736	5	0	0	0	1	1	1	0	1	1	2	0	3	0	0	4	10	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001128	25	1	3	2	0	7	11	2	3	5	4	1	46	1	0	15	38	15	37	4	1	2	0	1	1	0	9	1	3	3	2	1	1	4	1
HoiH23_orphan_737	4	0	1	0	0	1	0	1	2	1	1	0	9	2	0	6	9	3	8	0	1	2	0	1	0	0	2	1	2	0	1	0	0	0	0
HoiH23_PlH23_001130	126	2	23	10	3	23	49	1	25	54	18	9	323	11	4	113	200	78	201	10	10	10	5	4	5	12	28	20	6	14	14	7	14	9	4
HoiH23_PlH23_001133	43	1	8	2	2	3	12	1	9	24	8	0	115	6	4	40	78	25	88	3	5	3	11	3	1	6	11	2	3	6	5	5	1	3	0
HoiH23_orphan_738	4	2	1	0	0	1	1	0	2	0	1	0	11	1	0	4	13	1	11	0	0	0	0	0	0	0	1	1	1	1	1	1	2	0	0
HoiH23_PlH23_001136	57	2	11	7	6	31	22	0	26	21	13	0	191	5	5	63	120	81	158	6	10	10	2	2	5	3	30	6	7	7	9	22	8	6	2
HoiH23_PlH23_001138	97	1	17	2	4	38	26	3	29	31	14	3	267	6	3	78	177	84	185	7	6	13	5	6	3	8	36	15	3	15	7	9	12	5	2
HoiH23_PlH23_001139	110	3	18	5	3	35	33	5	21	76	15	10	368	15	7	124	203	93	223	4	12	7	14	4	6	6	31	20	12	29	21	11	12	7	7
HoiH23_PlH23_001141	1590	40	255	57	66	478	493	57	337	696	224	108	4389	149	78	1533	2757	1190	2993	95	167	157	88	73	90	108	459	211	106	205	158	171	141	109	36
HoiH23_PlH23_001142	93	7	9	6	4	19	26	1	32	36	12	5	216	7	8	71	122	61	204	5	8	13	3	11	8	6	19	10	5	16	16	7	11	3	3
HoiH23_PlH23_001144	120	1	17	3	8	36	41	2	19	44	19	8	300	16	1	136	176	65	199	6	14	14	2	5	5	11	36	17	14	20	7	8	7	7	3
HoiH23_PlH23_001147	492	25	141	9	13	86	59	39	21	290	23	76	1147	77	10	220	624	168	355	31	47	25	2	3	19	2	55	15	23	6	12	11	26	50	0
HoiH23_PlH23_001148	68	3	13	2	3	24	28	1	14	30	16	4	198	7	3	72	111	55	139	6	11	6	9	4	4	5	24	14	3	13	5	9	2	5	4
HoiH23_PlH23_001150	36	2	12	2	2	8	16	0	5	7	3	5	121	4	0	24	63	46	72	0	3	5	2	1	2	5	10	7	4	7	2	5	5	2	0
HoiH23_PlH23_001152	51	0	3	3	2	12	19	2	12	15	10	3	126	7	0	51	97	34	106	3	3	6	2	5	3	1	12	8	1	6	4	5	6	1	1
HoiH23_PlH23_001154	248	1	28	5	12	63	64	12	31	73	18	11	571	18	12	227	457	181	398	10	27	20	10	9	11	15	50	27	17	21	18	25	22	12	4
HoiH23_PlH23_001157	103	0	9	6	0	26	16	1	10	35	14	0	210	10	4	82	152	72	140	6	9	13	3	3	2	11	25	8	10	13	12	11	10	5	3
HoiH23_PlH23_001158	49	0	9	1	1	15	20	0	15	18	4	1	150	2	4	60	98	45	131	5	4	7	4	5	9	3	22	7	4	9	5	7	2	1	1
HoiH23_PlH23_001159	294	5	33	6	11	84	97	13	83	71	64	11	716	23	11	273	543	194	623	23	28	21	8	18	17	29	111	55	21	27	44	47	16	8	6
HoiH23_orphan_739	9	0	0	0	0	2	3	1	1	1	0	0	23	0	1	8	10	1	16	0	1	0	0	0	0	0	2	2	1	2	1	0	1	0	0
HoiH23_orphan_740	0	0	0	0	0	0	1	0	0	2	0	0	4	0	0	2	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001161	6	0	0	0	1	3	4	2	2	3	0	0	10	3	0	6	9	7	16	0	0	1	1	0	1	0	0	1	0	2	1	1	2	0	0
HoiH23_PlH23_001162	66	1	10	5	5	19	27	1	17	19	7	3	196	6	1	62	110	61	101	10	5	5	6	5	2	3	14	7	7	7	7	5	10	8	2
HoiH23_orphan_741	2	2	0	0	1	1	2	0	1	1	0	0	12	1	0	2	3	3	5	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0
HoiH23_PlH23_001166	62	0	8	0	3	18	25	0	11	31	12	6	180	9	5	59	94	52	97	6	8	5	1	2	9	5	25	6	2	8	4	6	5	4	0
HoiH23_PlH23_001167	16	0	0	0	0	3	5	0	1	3	0	0	29	1	0	16	16	6	21	1	1	0	1	1	1	1	3	2	0	2	1	0	0	1	0
HoiH23_PlH23_001171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_orphan_742	2	1	0	1	0	1	0	0	1	2	0	0	7	2	0	0	5	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HoiH23_orphan_743	3	0	2	0	0	3	1	0	2	4	0	1	14	0	0	3	5	6	7	0	0	1	0	0	0	1	2	0	1	1	0	1	2	0	0
HoiH23_PlH23_001176	72	1	5	2	3	18	30	0	10	27	12	2	153	4	5	64	104	42	88	5	6	10	1	4	2	3	18	4	2	6	3	5	6	6	2
HoiH23_orphan_744	6	0	0	0	0	1	1	0	1	2	2	0	10	0	0	7	7	1	9	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001179	227	4	31	6	11	91	82	6	68	96	42	10	583	18	18	275	411	224	499	8	29	16	8	8	28	19	61	36	18	36	20	32	21	19	2
HoiH23_PlH23_001182	682	18	90	17	29	211	195	26	172	212	124	23	1719	56	32	671	1141	576	1372	44	63	79	36	29	32	63	191	74	50	83	61	77	58	33	20
HoiH23_orphan_745	1	0	1	0	0	1	0	0	0	1	0	0	4	0	0	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001186	83	1	11	3	3	22	38	4	21	29	11	2	204	10	5	82	156	62	171	6	9	7	6	6	7	3	18	12	9	9	8	12	4	4	4
HoiH23_PlH23_001188	7	1	1	0	0	1	1	0	0	2	0	1	18	1	0	5	10	2	20	1	1	0	2	0	0	2	3	0	1	1	1	0	0	0	0
HoiH23_PlH23_001190	77	1	12	0	3	26	23	1	11	20	13	2	135	9	0	53	107	48	98	2	4	5	6	3	6	8	18	7	4	5	7	4	4	4	0
HoiH23_PlH23_001191	4	0	2	1	1	3	5	0	0	6	1	0	18	0	1	6	13	8	17	0	2	0	0	0	2	1	3	0	0	0	0	1	1	0	0
HoiH23_PlH23_001192	79	1	15	1	2	25	16	3	23	36	11	7	207	11	1	67	141	54	163	2	7	4	1	3	3	7	23	9	4	16	5	9	11	3	4
HoiH23_PlH23_001194	816	23	112	21	26	216	214	37	117	290	103	62	1883	71	30	680	1251	485	1216	64	63	56	35	23	48	52	196	78	46	70	47	73	58	44	18
HoiH23_orphan_746	7	0	0	0	0	0	1	0	1	2	1	1	11	1	3	5	12	6	11	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0
HoiH23_orphan_747	2	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001120	50	1	4	3	4	11	12	2	9	21	5	6	102	4	3	41	71	23	75	0	5	4	2	0	2	2	12	2	2	3	7	3	1	0	1
HoiH23_PlH23_001122	28	0	4	0	0	17	3	1	7	5	7	1	47	2	0	25	42	18	42	1	3	8	1	1	3	1	8	3	2	7	2	3	2	4	4
HoiH23_PlH23_001123	60	2	11	1	3	13	18	1	5	16	6	2	131	10	3	46	89	27	99	3	2	5	0	2	3	5	10	6	1	8	3	4	4	6	3
HoiH23_PlH23_001126	52	2	8	1	0	15	30	2	25	18	6	4	169	12	3	62	70	44	116	4	3	8	3	2	9	6	13	5	5	8	7	7	6	2	4
HoiH23_PlH23_001127	65	3	10	3	1	23	24	1	19	29	10	5	186	5	2	65	100	48	126	4	5	14	2	6	4	6	17	12	5	15	8	6	3	2	3
HoiH23_PlH23_001129	1067	29	141	43	48	312	365	37	247	385	149	45	2773	111	42	1035	1854	860	2128	66	133	117	40	59	73	79	345	119	89	175	124	127	84	67	24
HoiH23_PlH23_001131	56	3	11	1	6	15	22	4	7	30	7	6	151	5	4	35	76	27	75	2	6	3	3	5	3	0	9	3	2	5	2	8	6	0	0
HoiH23_PlH23_001132	54	1	15	2	5	9	12	1	16	24	4	6	125	10	0	49	85	30	99	2	9	5	4	4	4	2	18	5	2	10	5	2	1	2	0
HoiH23_PlH23_001134	180	8	32	8	7	63	57	13	35	76	16	14	520	16	7	169	327	150	343	4	13	22	9	11	15	10	49	17	16	23	20	5	6	22	6
HoiH23_orphan_748	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
HoiH23_PlH23_001137	25	0	6	0	1	9	10	3	6	22	4	4	90	4	3	33	60	19	73	4	2	6	1	1	2	5	11	7	3	5	2	4	5	1	1
HoiH23_PlH23_001140	150	2	21	3	4	34	42	6	33	37	20	7	341	17	13	141	285	93	279	10	11	11	6	13	4	11	41	18	16	21	10	15	9	10	3
HoiH23_PlH23_001143	78	0	11	2	5	24	18	3	17	22	9	1	194	8	2	76	112	55	133	6	7	8	4	2	7	5	22	8	7	14	5	8	10	0	3
HoiH23_PlH23_001145	69	3	13	1	5	9	23	1	8	32	2	4	173	2	3	70	101	44	97	3	3	4	2	2	3	4	15	5	4	8	5	5	7	2	3
HoiH23_PlH23_001146	51	1	12	6	2	17	22	2	11	20	10	2	194	6	3	73	133	42	136	5	6	8	3	5	6	7	15	14	5	10	8	6	13	6	3
HoiH23_orphan_749	32	1	9	4	1	7	7	4	2	22	3	5	71	6	1	26	49	22	43	1	2	2	0	0	1	0	7	1	7	1	1	0	2	6	1
HoiH23_PlH23_001149	23	0	8	0	2	3	3	0	5	0	3	2	44	2	1	17	26	18	28	4	4	3	1	0	1	0	3	6	1	2	4	0	1	2	0
HoiH23_PlH23_001151	341	9	60	17	18	100	115	13	64	134	59	20	904	47	10	336	638	288	617	38	44	41	25	11	25	24	99	32	30	44	31	39	27	21	9
HoiH23_PlH23_001153	144	3	25	9	9	43	37	3	33	76	20	11	423	20	3	162	302	106	289	6	18	16	10	7	9	8	40	18	8	26	11	26	15	10	3
HoiH23_PlH23_001155	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_001156	14	1	5	0	1	5	6	0	1	17	4	1	62	1	0	9	34	12	23	1	1	4	0	0	1	0	7	3	1	2	4	1	2	0	2
HoiH23_PlH23_001160	57	4	6	2	1	17	18	3	7	23	6	3	130	7	1	33	88	37	100	6	8	2	1	2	4	4	7	5	4	8	5	3	6	1	2
HoiH23_orphan_750	17	1	2	0	0	2	2	0	0	6	2	0	23	1	1	4	11	5	9	1	1	1	0	1	2	0	0	3	0	0	3	0	1	1	0
HoiH23_PlH23_001163	13	1	1	1	0	13	11	3	10	4	3	1	61	1	2	35	51	18	49	0	3	4	0	1	5	1	10	2	1	4	1	6	4	1	0
HoiH23_PlH23_001164	21	1	0	0	0	3	3	1	4	4	6	0	30	1	0	14	26	17	27	0	1	1	0	2	1	2	10	2	0	2	1	2	1	0	0
HoiH23_PlH23_001165	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	3	2	3	4	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
HoiH23_PlH23_001168	34	1	5	1	2	10	8	1	3	16	2	0	64	7	1	14	38	31	34	4	0	3	1	0	1	0	8	4	4	2	3	1	1	1	0
HoiH23_PlH23_001172	7	1	1	0	0	0	3	0	1	3	0	3	15	0	0	7	13	7	19	0	0	0	0	0	0	0	2	0	1	1	1	2	0	0	0
HoiH23_PlH23_001173	20	0	4	0	1	18	4	1	3	23	4	5	69	2	0	11	51	16	40	1	9	1	1	4	3	1	3	3	1	1	1	0	1	1	1
HoiH23_PlH23_001174	55	1	13	1	3	22	7	0	14	39	7	4	138	2	0	17	117	29	65	1	5	1	1	0	1	3	6	3	1	0	2	0	2	2	0
HoiH23_PlH23_001175	16	1	0	0	0	5	6	1	4	10	4	2	57	1	0	9	18	13	32	0	1	2	1	0	1	3	5	3	4	3	4	4	1	2	0
HoiH23_orphan_751	4	0	0	1	1	0	0	0	0	2	0	0	4	0	0	1	2	2	3	0	0	1	0	0	0	0	1	2	0	0	0	1	0	0	0
HoiH23_PlH23_001177	207	4	35	6	5	63	37	9	37	80	22	19	516	32	12	167	323	141	280	11	15	14	6	7	15	6	44	32	9	15	8	18	12	11	2
HoiH23_PlH23_001178	69	0	3	4	1	33	18	2	13	13	8	1	150	4	5	85	112	49	95	5	5	9	4	3	5	4	25	12	5	12	1	9	8	3	0
HoiH23_PlH23_001180	127	8	26	9	8	22	28	2	22	53	13	11	288	13	3	93	176	73	149	7	10	10	2	2	4	4	16	11	5	11	9	9	8	12	1
HoiH23_PlH23_001181	112	2	19	2	3	34	26	9	24	51	15	11	283	10	2	108	173	80	181	8	13	11	9	7	5	11	25	9	9	15	7	15	11	4	6
HoiH23_PlH23_001183	214	5	28	5	10	78	66	6	41	84	30	7	574	18	18	225	443	166	448	11	17	21	9	13	18	21	46	25	21	44	31	24	22	22	6
HoiH23_PlH23_001184	6	0	2	1	0	2	0	0	1	2	0	0	18	1	0	3	10	5	16	0	0	1	0	2	0	0	1	2	0	1	0	1	3	0	1
HoiH23_PlH23_001185	237	23	60	14	14	18	39	10	12	102	2	16	427	25	2	82	233	92	148	5	16	8	4	5	2	4	12	6	11	7	10	8	24	5	2
HoiH23_PlH23_001187	49	2	6	1	3	20	12	2	14	27	10	1	123	4	0	42	90	57	109	3	6	5	1	3	1	3	13	6	10	2	3	6	6	2	2
HoiH23_PlH23_001189	45	2	4	4	3	20	14	0	11	19	5	4	126	4	5	35	60	35	80	0	4	3	1	1	2	2	10	4	6	3	1	3	0	4	2
HoiH23_PlH23_001193	25	2	2	5	0	1	3	0	3	7	3	0	31	4	1	13	32	10	22	2	0	0	0	1	0	0	2	1	1	0	0	3	1	0	0
HoiH23_PlH23_001195	2333	74	391	78	82	614	610	88	351	1058	273	153	6108	219	123	2133	3786	1629	3763	141	180	184	76	103	133	138	557	233	155	284	171	249	163	144	45
HoiH23_orphan_753	13	3	2	1	1	4	3	1	2	10	2	0	45	3	1	11	23	11	20	0	1	0	0	0	2	2	5	0	0	0	2	3	1	2	0
HoiH23_orphan_754	3	0	0	1	0	0	1	0	0	2	0	0	3	0	0	2	4	3	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_004618	151	4	19	9	6	44	47	2	39	65	26	8	422	16	8	129	275	130	255	10	12	13	7	6	14	5	56	23	13	17	5	25	8	6	4
HoiH23_PlH23_004619	1348	42	168	40	44	383	422	49	289	519	201	58	3545	124	50	1381	2351	1065	2483	77	117	160	63	68	107	114	383	177	119	189	133	149	127	78	35
HoiH23_PlH23_004620	1455	45	254	57	45	237	238	41	134	993	101	162	4042	137	42	817	1900	656	1359	82	107	125	85	48	51	43	149	50	60	95	66	107	75	91	9
HoiH23_PlH23_004621	1689	76	304	60	75	334	449	61	266	732	184	147	4269	200	42	1172	2476	1030	2343	98	192	120	41	58	81	90	343	129	113	109	103	148	143	96	18
HoiH23_PlH23_004623	178	4	23	7	8	46	48	8	26	79	23	11	472	14	8	173	283	114	318	14	24	8	8	12	11	10	51	26	17	18	19	14	18	16	9
HoiH23_PlH23_004624	147	5	29	7	9	49	52	6	29	62	24	8	433	8	13	167	306	136	310	12	17	15	10	4	12	10	43	13	14	17	15	16	11	15	4
HoiH23_orphan_755	3	0	0	0	0	0	1	0	0	2	0	0	5	0	0	2	10	3	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
HoiH23_PlH23_004626	352	12	62	17	9	107	119	11	78	131	61	17	941	36	17	378	615	293	703	26	31	39	15	18	19	31	96	42	36	46	35	40	15	21	8
HoiH23_PlH23_004628	142	3	19	3	5	51	39	3	27	43	23	1	351	13	6	119	245	122	265	6	15	9	5	9	10	6	43	24	11	12	13	14	10	13	0
HoiH23_PlH23_004630	91	0	19	1	7	32	39	5	18	39	17	10	252	14	2	103	172	78	224	10	17	6	5	6	10	8	39	14	7	12	10	17	9	2	2
HoiH23_PlH23_004632	325	11	36	15	11	120	99	14	76	130	46	14	943	53	26	387	688	295	729	35	27	29	24	25	24	20	115	38	21	64	45	30	32	11	6
HoiH23_PlH23_004634	603	11	75	15	27	158	178	19	114	238	88	26	1420	34	26	523	945	447	1077	36	66	46	27	20	29	50	165	69	37	69	49	64	38	31	15
HoiH23_orphan_756	13	1	1	1	1	3	1	4	2	9	2	2	45	3	0	16	25	12	19	0	1	2	0	0	0	0	8	1	0	2	2	0	2	1	1
HoiH23_PlH23_004636	271	16	28	7	12	72	90	9	50	81	36	12	599	30	9	224	427	177	417	7	27	28	13	11	14	24	71	29	15	33	23	28	23	21	9
HoiH23_PlH23_004638	397	10	53	23	15	109	125	11	87	152	56	21	1045	33	18	380	643	320	746	32	47	45	14	21	32	28	104	40	24	40	34	43	40	29	7
HoiH23_PlH23_004640	854	13	127	29	33	274	287	34	173	288	131	33	2183	70	39	899	1545	772	1710	48	82	92	40	44	53	74	255	106	52	128	83	102	75	45	21
HoiH23_PlH23_004643	198	0	19	5	5	62	69	6	32	79	25	12	463	28	7	270	344	145	433	8	19	12	8	10	11	16	66	19	13	26	13	13	20	11	4
HoiH23_orphan_757	2613	1	50	1	38	1048	633	4	8	330	1	0	5134	463	0	3542	4421	1284	6681	6	1	13	0	364	2	0	1792	2	0	2	0	1	730	1	1
HoiH23_PlH23_004645	244	7	38	12	10	72	76	5	52	94	37	10	631	21	8	222	433	210	392	12	24	20	17	13	17	12	59	23	13	25	19	20	21	8	5
HoiH23_PlH23_004647	17	0	1	0	1	5	5	1	5	9	1	0	44	1	0	20	32	14	23	3	2	0	0	2	1	2	7	3	0	3	2	2	2	1	2
HoiH23_PlH23_004622	172	3	20	6	5	45	44	5	29	51	22	12	380	15	10	157	264	118	275	10	11	15	6	8	12	13	42	18	12	29	6	9	9	12	5
HoiH23_PlH23_004625	628	23	99	26	32	146	144	20	89	308	90	41	1550	66	21	442	982	384	943	38	63	38	19	23	47	19	134	75	32	52	39	51	41	36	10
HoiH23_PlH23_004627	168	5	47	6	11	47	56	0	46	70	29	14	456	21	5	154	262	126	296	7	15	19	4	15	11	14	47	20	15	21	18	15	15	13	7
HoiH23_PlH23_004629	175	7	23	9	3	46	57	7	38	62	33	14	422	18	8	164	290	137	328	9	20	13	9	3	11	10	41	21	10	14	13	12	6	3	7
HoiH23_PlH23_004631	190	5	29	5	11	56	64	6	34	70	24	8	503	27	11	204	345	143	323	5	16	16	10	12	6	12	53	30	18	14	19	22	19	9	7
HoiH23_PlH23_004633	100	2	13	4	5	29	25	8	14	50	17	7	265	14	5	79	192	73	178	8	11	11	4	12	4	5	18	13	4	12	10	11	6	5	4
HoiH23_PlH23_004635	58	0	9	2	5	15	21	1	15	16	6	3	155	4	2	58	114	37	113	2	7	6	3	0	4	4	22	5	4	5	7	3	4	4	1
HoiH23_orphan_758	9	1	1	0	0	5	3	0	0	6	1	0	22	0	0	11	21	9	9	0	1	0	0	0	0	0	4	0	2	2	1	3	1	1	0
HoiH23_PlH23_004637	191	2	33	8	9	54	63	7	30	71	18	12	480	13	9	168	331	133	333	7	16	21	7	18	11	16	50	19	15	20	18	16	16	10	5
HoiH23_PlH23_004639	1038	26	132	25	43	360	360	34	263	326	200	46	2701	104	42	1096	1924	898	2090	62	106	113	57	68	43	102	306	169	95	164	139	110	75	68	34
HoiH23_PlH23_004641	296	4	38	8	9	84	93	5	57	94	35	19	722	29	11	230	471	207	491	16	21	24	10	15	21	19	64	34	21	31	30	23	25	16	7
HoiH23_PlH23_004642	330	5	71	10	3	79	110	15	55	98	37	17	834	28	14	298	518	256	641	23	36	46	11	17	15	21	83	36	30	36	24	38	28	9	9
HoiH23_PlH23_004644	706	31	113	27	38	188	198	18	119	267	77	35	1725	60	31	579	1100	452	1177	33	54	44	28	26	31	42	139	69	46	91	51	58	55	45	15
HoiH23_PlH23_004646	112	4	19	5	5	40	31	4	28	53	23	7	314	19	3	111	196	91	197	6	6	12	5	4	10	5	33	15	10	8	11	10	12	8	4
HoiH23_PlH23_004648	30	2	4	0	1	10	10	2	5	16	2	0	81	7	0	29	60	30	69	2	4	3	2	2	3	1	3	5	2	3	4	1	2	5	0
HoiH23_PlH23_004649	332	6	47	12	14	92	102	7	63	121	34	11	857	37	14	319	615	267	652	24	30	44	14	17	11	26	110	31	22	40	31	43	33	14	10
HoiH23_PlH23_006795	28	0	6	0	1	14	5	0	5	20	3	4	69	4	1	22	45	12	38	3	0	3	2	4	4	1	6	3	2	4	1	4	2	0	0
HoiH23_orphan_759	0	0	0	0	0	3	0	0	0	0	0	0	2	1	0	3	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006799	15	2	1	0	0	4	7	2	4	5	3	1	31	2	0	12	19	13	25	2	1	4	0	0	2	2	1	2	1	1	1	0	2	1	0
HoiH23_orphan_760	6	1	2	0	0	2	1	0	2	4	0	0	11	0	0	3	10	7	11	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
HoiH23_PlH23_006800	13	0	3	0	0	2	3	1	1	1	1	0	24	1	0	5	10	7	15	0	0	0	0	0	1	0	1	0	1	0	1	0	4	1	0
HoiH23_orphan_761	2	0	0	0	0	0	0	0	0	0	0	1	5	0	0	1	7	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
HoiH23_PlH23_006803	11	0	1	0	1	4	5	1	5	4	3	2	49	1	0	13	26	9	28	1	0	3	0	1	1	3	3	0	1	2	0	2	0	4	0
HoiH23_PlH23_006804	343	10	52	11	10	104	106	17	61	135	54	23	943	41	13	317	557	295	606	19	31	34	11	19	20	22	87	40	14	36	43	40	21	16	7
HoiH23_PlH23_006806	112	1	10	3	5	19	41	1	23	57	9	5	267	10	1	69	191	69	152	11	9	11	2	3	8	2	35	10	7	10	3	14	12	3	0
HoiH23_PlH23_006808	238	5	38	6	5	84	79	5	38	70	34	19	627	16	17	266	454	217	487	18	19	31	16	15	7	20	52	25	14	33	26	20	27	17	9
HoiH23_PlH23_006794	38	0	7	2	1	13	21	0	6	23	4	3	126	2	4	29	70	37	68	2	2	8	2	3	4	3	14	3	2	7	3	6	4	2	0
HoiH23_PlH23_006796	479	19	76	20	25	169	166	17	115	168	77	35	1311	57	17	481	882	364	914	20	41	45	24	27	30	33	128	63	40	73	53	50	45	23	15
HoiH23_PlH23_006797	11	0	2	0	1	5	2	0	1	4	3	0	42	1	1	7	30	11	23	1	0	1	0	0	0	2	4	2	0	2	2	2	4	1	0
HoiH23_PlH23_006798	95	8	20	1	8	42	25	2	18	42	10	9	211	7	7	67	151	62	176	15	9	11	1	7	8	5	16	8	14	5	6	7	11	13	0
HoiH23_orphan_763	1	0	6	0	0	3	0	0	0	1	1	1	11	0	0	3	3	0	7	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0
HoiH23_PlH23_006801	55	8	15	4	0	15	9	7	3	37	5	2	103	5	1	36	75	33	52	3	7	6	1	4	6	0	6	4	4	3	5	2	4	1	0
HoiH23_orphan_764	1	0	0	0	0	0	0	0	0	1	1	0	6	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
HoiH23_PlH23_006802	36	0	3	1	0	11	8	2	8	14	8	1	103	3	0	24	64	34	53	1	5	4	0	4	4	2	12	5	3	4	4	2	1	3	1
HoiH23_orphan_765	7	0	1	0	0	2	0	0	0	3	0	0	16	1	1	7	13	1	16	0	0	2	0	0	0	2	2	0	1	0	1	2	0	0	0
HoiH23_PlH23_006805	127	4	27	6	1	51	49	6	28	43	13	7	347	15	5	134	250	138	267	11	21	12	2	9	12	8	26	12	13	16	10	10	15	14	4
HoiH23_orphan_766	4	0	0	0	0	0	0	0	0	1	0	0	8	0	0	1	2	4	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
HoiH23_PlH23_006807	291	10	36	6	8	75	106	10	65	99	36	13	720	29	12	283	474	211	509	17	34	36	10	12	22	29	71	26	16	28	33	45	24	23	6
HoiH23_PlH23_006809	51	1	3	0	4	17	25	1	19	11	8	2	114	3	2	62	96	51	91	1	7	6	2	1	4	5	17	10	8	6	2	9	4	4	2
HoiH23_PlH23_005994	6	0	0	0	1	1	5	0	4	4	0	0	27	0	1	6	12	7	7	0	0	0	1	0	0	1	4	0	1	0	1	0	1	0	0
HoiH23_orphan_767	4	0	1	0	0	2	1	1	0	4	2	0	15	1	0	1	7	8	8	0	1	1	0	0	1	0	3	1	1	1	1	0	0	0	0
HoiH23_PlH23_005996	16	0	5	0	1	2	5	2	3	5	4	3	66	3	1	11	29	20	41	3	3	5	1	1	1	1	5	4	2	2	4	2	1	2	0
