lipophil	trans_lipophil_1_gland	trans_lipophil_1_epithelia	unknown_2.1	unknown_2.2	fibre	trans_fibre_gland	gland_1	trans_gland_epithelia	epithelia_gland_like	epithelia_unknown_1	epithelia_unknown_2	epithelia_unknown_3	epithelia_ventral	trans_epithelia_dorsal_ventral	epithelia_dorsal	peptidergic_progenitors	peptidergic_alpha	peptidergic_beta	peptidergic_gamma	peptidergic_gamma_like	peptidergic_delta	peptidergic_epsilon	peptidergic_zeta	peptidergic_eta	peptidergic_theta	peptidergic_iota	peptidergic_kappa	peptidergic_lambda	peptidergic_mu	peptidergic_mu_like	peptidergic_nu	peptidergic_omicron
Tadh_TriadG50819	184	12	13	8	14	53	14	181	29	60	7	51	29	145	47	153	8	11	9	3	2	6	1	14	9	5	15	6	6	5	11	0	5
Tadh_TriadG60168	98	14	6	3	10	45	3	138	11	43	3	25	18	108	27	97	2	7	5	5	1	5	2	8	11	6	15	8	9	5	11	0	2
Tadh_TriadG60170	86	13	8	5	8	48	10	103	11	34	9	27	16	87	26	87	5	1	2	6	1	3	0	9	3	1	19	6	0	0	17	1	0
Tadh_TriadG30702	4088	424	304	198	301	1640	296	5996	574	1654	177	1130	837	3879	1270	4119	197	270	272	151	83	166	104	321	344	145	480	138	165	163	453	81	126
Tadh_TriadG38221	1627	62	149	123	96	637	72	1586	102	503	45	483	301	1433	529	1368	63	65	104	17	8	129	26	115	109	14	138	46	84	8	172	40	70
Tadh_TriadG60175	111	10	3	3	5	33	7	113	6	27	1	31	23	66	22	62	6	2	5	1	0	3	0	1	9	5	12	1	3	2	9	1	3
Tadh_TriadG60178	327	39	15	13	22	132	17	371	38	119	12	74	50	298	106	284	19	18	21	6	1	8	12	30	21	12	46	9	19	7	29	5	12
Tadh_orphan_575	3	0	0	0	0	0	0	1	0	0	0	1	1	2	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Tadh_TriadG60180	184	17	13	6	16	85	11	238	29	66	7	67	33	217	76	176	14	9	8	7	2	11	7	13	12	9	27	10	6	1	14	5	13
Tadh_TriadG60181	74	6	1	3	3	29	4	83	1	28	0	23	8	72	20	52	1	6	5	2	1	2	3	10	4	3	7	2	4	3	9	1	2
Tadh_TriadG30632	447	42	29	19	35	168	34	591	40	177	17	118	93	410	142	420	22	21	24	22	4	23	14	29	33	9	45	19	28	19	62	14	27
Tadh_wf_g9147	28	3	1	0	3	12	0	34	3	13	1	9	1	31	9	27	0	1	1	1	0	0	1	2	2	3	5	0	1	1	0	0	0
Tadh_orphan_576	7	0	0	0	1	2	0	8	2	2	0	1	1	4	3	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_577	2	0	0	0	1	3	1	2	0	0	0	1	0	6	0	3	0	0	0	0	0	0	0	1	0	0	2	0	0	6	2	0	0
Tadh_orphan_578	1	4	0	0	0	0	0	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG64251	326	31	17	14	31	142	18	398	37	112	8	95	68	329	100	310	21	23	20	8	7	19	12	24	24	16	61	15	15	11	41	7	13
Tadh_TriadG30689	30	1	1	1	1	11	1	34	3	5	2	4	5	19	4	26	1	1	0	0	0	0	2	0	2	1	1	1	0	0	2	1	0
Tadh_TriadG30594	66	5	6	5	2	36	5	92	9	28	2	20	15	59	24	66	5	4	3	0	0	2	2	4	7	5	16	4	2	1	9	1	4
Tadh_wf_g9156	29	5	2	3	4	12	4	49	4	6	1	24	13	59	9	47	4	1	2	1	3	3	3	1	1	1	5	2	4	3	8	3	1
Tadh_TriadG60193	88	13	3	9	8	31	6	123	6	38	4	47	24	98	16	86	5	5	9	3	1	3	0	6	7	2	9	3	3	2	15	5	7
Tadh_TriadG60194	12	2	2	0	3	5	1	37	3	13	1	20	6	29	2	20	4	3	2	5	2	1	0	1	1	1	2	2	0	2	6	2	0
Tadh_TriadG60195	53	5	4	4	5	26	3	82	5	34	2	15	9	57	19	62	4	4	5	1	4	1	1	3	6	1	10	4	4	0	12	0	1
Tadh_orphan_579	6	1	0	0	1	3	0	3	0	2	1	3	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0
Tadh_TriadG60197	41	6	0	2	7	12	1	42	5	25	1	14	9	33	9	31	3	2	2	1	2	1	0	2	5	0	3	0	1	0	3	1	2
Tadh_orphan_580	22	2	1	2	2	8	0	24	1	11	0	2	3	26	7	22	0	3	0	1	0	0	1	0	2	0	3	2	1	0	2	1	1
Tadh_TriadG64252	821	73	30	23	82	299	54	1041	107	263	29	219	123	764	202	748	37	53	34	13	6	17	18	53	58	40	105	22	44	26	79	19	34
Tadh_TriadG38228	4916	427	294	244	270	1827	259	5725	477	1902	142	1229	888	4447	1658	4303	268	297	299	95	31	231	120	268	364	177	478	185	261	105	422	112	217
Tadh_TriadG30483	141	15	15	10	3	42	9	168	16	62	2	31	13	126	39	133	8	10	6	2	0	14	8	11	8	3	24	3	6	1	18	8	6
Tadh_orphan_581	11	1	2	2	0	2	2	14	0	3	0	0	0	11	1	8	1	0	2	0	1	1	0	0	4	0	0	0	1	0	0	0	0
Tadh_TriadG60207	30	2	3	1	2	9	1	41	7	12	4	7	1	26	11	31	1	4	5	0	0	2	0	3	1	1	3	1	4	1	7	0	0
Tadh_TriadG60208	9	3	0	0	0	1	0	8	0	2	1	0	1	3	1	1	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	0	0
Tadh_TriadG60209	38	6	0	3	2	14	1	45	3	21	3	17	5	39	5	38	2	2	3	1	0	4	1	0	6	3	6	4	1	3	2	2	1
Tadh_orphan_583	5	0	1	0	0	1	1	16	1	1	0	2	2	3	2	6	0	1	0	0	0	0	1	1	1	2	1	0	0	0	0	1	0
Tadh_orphan_584	18	1	0	1	1	1	0	17	2	4	0	4	1	19	3	12	6	4	1	1	0	2	0	2	1	1	1	0	0	0	2	1	0
Tadh_TriadG50834	88	3	1	2	4	30	8	100	11	34	6	16	10	75	22	95	0	8	3	0	0	10	0	8	4	6	10	0	2	2	7	2	0
Tadh_orphan_585	104	8	5	8	7	38	15	115	15	46	2	11	2	111	27	103	4	9	5	1	0	12	2	8	7	3	8	2	7	8	28	0	2
Tadh_wf_g9174	72	10	6	0	2	28	15	532	5	27	0	286	19	78	45	174	7	4	375	0	0	3	1	10	9	3	4	0	70	4	17	3	403
Tadh_TriadG60215	304	19	21	19	19	122	9	370	28	107	6	69	59	280	96	285	13	11	26	7	5	12	12	9	28	10	37	15	19	10	34	5	6
Tadh_TriadG30655	87	14	5	5	15	54	8	132	13	34	5	52	41	103	27	81	9	15	7	9	5	4	4	8	9	5	17	5	11	4	17	3	2
Tadh_orphan_586	3	0	0	0	0	1	0	3	0	0	0	3	2	1	2	2	0	0	1	0	0	0	1	1	1	0	1	2	0	0	0	0	1
Tadh_orphan_587	15	2	0	0	3	8	0	18	2	2	0	5	5	6	4	14	2	1	1	0	0	1	0	1	2	5	1	1	1	0	3	1	1
Tadh_wf_g9184	202	20	10	9	12	72	14	215	18	80	2	43	34	150	44	158	11	19	3	3	3	2	6	14	11	11	19	11	12	4	19	6	10
Tadh_TriadG60226	37	5	1	4	4	18	3	73	7	20	4	17	9	35	19	45	3	2	3	0	2	1	0	7	2	3	2	1	2	4	5	1	0
Tadh_wf_g9189	310	35	17	7	22	135	17	376	36	120	7	98	43	278	89	277	19	19	23	6	5	14	4	18	28	15	36	13	18	4	24	5	10
Tadh_TriadG60230	286	32	13	17	32	113	16	476	42	143	2	103	67	310	81	360	20	29	12	10	7	14	8	24	38	5	37	6	11	11	45	17	14
Tadh_TriadG60231	11	3	1	0	0	4	1	24	3	8	3	6	4	24	2	16	1	0	2	0	0	1	0	0	1	0	4	0	3	0	2	0	1
Tadh_TriadG60232	58	11	4	2	5	34	4	82	7	23	2	19	14	61	20	69	4	4	2	5	0	3	1	2	8	4	8	1	6	4	9	1	1
Tadh_TriadG60233	4	0	0	0	0	0	0	4	0	0	0	1	1	8	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG30592	55	7	1	3	2	25	8	81	4	24	4	24	11	53	18	54	1	5	5	0	0	3	1	4	3	3	4	5	4	1	5	3	1
Tadh_TriadG60235	3	1	1	0	0	6	0	4	1	0	0	4	1	2	2	4	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0
Tadh_TriadG60236	20	2	3	2	1	5	0	21	2	11	1	13	5	21	2	14	0	3	2	2	1	2	1	1	2	1	1	3	1	0	3	1	1
Tadh_TriadG60237	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG60238	39	9	3	1	4	24	2	78	5	15	2	16	12	54	12	46	3	7	4	0	0	2	1	2	4	2	6	0	4	1	16	1	3
Tadh_orphan_588	2	0	0	0	1	1	0	1	1	1	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Tadh_TriadG64256	2892	321	171	205	327	1216	213	4081	413	964	119	1199	759	3249	932	2868	172	218	207	93	53	177	122	207	249	110	410	126	136	108	397	98	92
Tadh_TriadG60242	82	10	2	6	6	35	7	120	9	40	3	31	22	75	37	81	8	8	1	2	0	3	4	2	7	6	13	1	7	4	11	7	3
Tadh_orphan_589	9	2	0	1	0	6	0	14	0	2	1	4	3	10	2	14	0	1	1	0	0	0	0	0	3	0	2	0	1	0	2	0	2
Tadh_TriadG60245	232	14	9	7	14	107	5	274	16	109	1	47	39	213	79	211	19	5	25	2	3	5	6	8	25	18	29	8	26	9	32	1	0
Tadh_orphan_590	9	2	0	0	1	2	0	13	1	0	0	2	0	8	2	9	0	1	0	0	0	0	1	0	1	4	1	0	0	0	1	0	0
Tadh_TriadG60247	26	3	1	0	3	11	2	26	0	6	0	4	4	19	9	15	1	0	0	0	0	0	1	4	2	0	2	1	3	3	1	1	2
Tadh_wf_g9205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_591	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tadh_TriadG60249	31	3	0	2	2	11	2	48	6	11	2	7	3	27	8	29	1	3	1	0	0	3	1	0	1	1	2	1	2	2	6	4	4
Tadh_TriadG50842	56	8	0	4	1	17	9	97	9	17	3	19	17	75	17	65	5	10	4	1	0	8	4	3	3	2	12	1	4	2	11	2	1
Tadh_orphan_592	10	5	0	1	0	7	1	17	2	10	0	7	1	19	6	8	1	5	1	1	1	1	1	3	2	1	0	2	4	0	5	1	0
Tadh_TriadG38236	3827	417	249	166	284	1627	252	4747	564	1644	91	1177	652	4091	1353	3799	209	332	227	101	53	262	148	231	304	143	450	217	224	131	360	97	161
Tadh_orphan_593	3	0	0	0	0	1	0	8	0	0	0	0	0	6	2	3	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0
Tadh_TriadG60259	37	7	1	3	5	20	6	60	6	31	1	18	6	56	15	42	3	5	3	0	1	6	2	8	5	1	3	1	2	1	7	2	1
Tadh_TriadG60261	27	1	0	2	2	8	3	25	2	10	0	9	5	22	9	25	2	1	1	0	2	0	0	2	0	1	1	0	1	1	4	0	0
Tadh_TriadG60263	10	4	0	1	2	3	5	24	4	2	0	7	6	15	4	12	0	2	1	2	0	3	0	2	1	1	3	0	0	0	3	0	0
Tadh_orphan_594	8	2	2	0	1	1	0	9	1	0	0	2	0	10	1	5	1	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0
Tadh_TriadG60265	380	29	17	13	27	143	26	441	49	150	12	113	87	369	112	348	25	13	21	8	2	12	16	24	34	17	50	9	21	12	52	16	23
Tadh_TriadG50846	23	9	2	0	3	11	1	50	8	16	1	16	11	35	14	27	4	4	1	0	0	1	2	0	4	0	2	0	0	0	4	1	0
Tadh_orphan_595	5	3	0	1	0	1	0	5	0	0	0	1	0	6	0	5	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Tadh_wf_g9228	58	3	2	5	1	18	7	70	2	22	4	11	6	48	20	55	1	3	2	0	0	4	3	8	7	2	11	4	4	3	8	6	1
Tadh_orphan_596	12	1	1	1	2	8	3	18	2	6	0	4	1	10	2	12	0	1	1	2	0	4	0	0	1	0	2	0	1	3	1	1	0
Tadh_TriadG30652	505	47	24	32	48	159	29	607	53	164	9	152	96	459	133	424	24	28	36	16	4	25	13	31	32	15	51	18	18	13	44	9	14
Tadh_TriadG60273	15	1	0	0	0	5	0	25	0	0	0	30	10	13	0	7	0	0	0	0	0	4	0	0	0	1	4	3	0	0	1	0	0
Tadh_TriadG60275	171	12	11	9	16	82	7	237	12	85	10	47	29	142	71	175	11	6	7	5	1	5	2	13	17	6	21	6	6	4	18	2	9
Tadh_orphan_597	1	0	1	0	1	0	0	3	0	0	0	1	1	5	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
Tadh_TriadG60278	4	0	0	0	2	2	2	7	0	4	0	4	2	6	0	6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Tadh_TriadG60281	0	0	0	0	1	0	1	1	0	0	0	0	0	6	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_598	0	0	0	0	0	0	0	3	0	1	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tadh_TriadG60282	2	0	0	0	0	2	0	10	2	1	0	1	1	2	0	5	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0
Tadh_TriadG30578	8	0	0	0	0	3	0	6	2	4	0	4	1	8	5	5	0	0	1	0	0	1	0	2	2	0	1	0	0	1	2	1	1
Tadh_TriadG60284	60	12	3	5	1	34	14	68	15	26	4	17	14	76	15	63	2	7	4	2	1	1	4	5	2	4	11	5	1	3	15	0	2
Tadh_TriadG63140	7716	697	1233	612	662	3172	814	12173	1556	2338	348	3069	1982	8974	2863	8272	407	596	581	422	72	420	149	882	836	250	1078	244	360	279	836	310	206
Tadh_TriadG50856	69	4	3	1	2	24	4	61	8	20	1	15	5	43	18	58	4	2	4	1	0	2	2	1	2	1	3	1	0	1	3	1	3
Tadh_TriadG60287	97	16	2	2	8	28	3	124	17	41	3	25	16	83	25	79	0	10	5	2	0	6	2	4	4	5	7	7	4	3	6	6	2
Tadh_orphan_599	14	0	0	1	0	11	1	30	1	4	0	8	6	18	3	18	0	3	2	3	0	2	1	6	1	0	6	1	0	0	2	0	1
Tadh_TriadG36517	3602	349	262	189	238	1569	211	4829	465	1573	128	1278	940	3764	1280	3756	238	339	240	119	64	169	95	234	316	126	444	125	183	146	420	149	153
Tadh_TriadG60291	47	8	8	2	7	19	5	53	3	21	1	19	6	50	10	47	3	2	10	0	0	3	4	2	5	4	3	1	0	1	4	0	2
Tadh_TriadG60292	145	9	8	5	21	46	5	185	14	55	5	27	19	134	41	128	5	6	12	1	0	4	2	8	12	3	17	1	5	4	20	6	5
Tadh_TriadG30543	14	2	0	1	1	6	3	18	0	8	0	14	4	17	2	10	0	1	1	0	0	1	1	0	0	0	4	0	0	0	3	2	0
Tadh_TriadG60297	50	1	2	0	9	13	3	49	4	13	0	12	4	44	17	31	0	1	4	0	0	0	1	4	0	1	8	2	4	0	0	2	1
Tadh_orphan_600	5	0	0	0	0	1	0	2	0	1	0	0	2	3	1	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG60299	37	1	0	1	2	11	1	35	1	11	2	10	5	21	4	25	4	3	0	2	0	0	0	1	1	2	2	0	2	1	6	0	2
Tadh_TriadG60300	141	15	12	5	15	62	11	210	18	53	1	57	35	130	43	111	7	14	12	7	2	5	4	12	9	4	16	4	4	4	22	5	3
Tadh_TriadG60303	74	10	7	6	5	19	5	93	8	18	5	19	15	84	21	66	5	6	3	1	1	4	4	6	5	6	6	3	5	1	9	2	2
Tadh_TriadG60304	9	3	1	1	1	7	2	11	3	5	0	11	3	17	3	11	0	0	1	0	0	0	1	2	0	0	3	1	1	0	3	0	0
Tadh_TriadG60305	91	4	7	7	4	42	4	101	3	24	4	22	19	59	28	94	6	9	6	3	0	2	1	3	7	2	15	5	5	2	11	2	5
Tadh_orphan_601	4	0	1	1	0	1	1	8	1	0	1	4	4	5	1	6	0	0	2	0	1	0	0	1	0	0	1	0	3	0	0	0	0
Tadh_TriadG36521	100	14	8	9	8	45	8	131	12	39	2	37	19	117	32	90	7	2	4	5	3	7	3	9	10	2	19	2	5	1	15	1	5
Tadh_orphan_602	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tadh_orphan_603	1	0	0	0	2	3	1	19	0	1	0	0	3	5	3	4	0	0	1	0	0	0	1	0	0	0	0	4	0	2	4	1	2
Tadh_orphan_604	3	5	0	0	0	3	0	4	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60313	87	9	4	4	10	32	7	118	10	39	4	22	13	110	22	85	2	5	6	4	3	5	4	4	7	3	10	2	4	3	9	1	2
Tadh_orphan_605	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60314	42	6	4	5	1	14	6	67	10	11	2	15	11	41	16	57	2	4	3	2	0	2	0	1	5	0	4	2	2	1	8	4	0
Tadh_TriadG60315	33	6	5	3	4	20	4	53	6	25	0	9	8	59	26	45	1	2	5	0	1	4	1	2	3	1	10	0	3	0	5	0	2
Tadh_TriadG60316	82	11	6	2	6	27	5	116	8	48	1	20	22	96	25	80	5	9	2	2	2	4	3	5	4	1	13	4	10	3	8	2	0
Tadh_TriadG60317	92	7	5	7	3	31	3	101	6	36	0	21	18	83	27	76	2	12	3	4	1	7	3	9	3	3	12	6	7	1	6	1	1
Tadh_TriadG60318	61	4	4	3	7	29	2	70	10	16	4	17	14	62	13	57	5	3	6	0	0	4	2	1	1	2	9	6	5	1	4	4	3
Tadh_TriadG60319	35	10	0	3	5	17	5	37	7	7	0	10	11	25	11	36	5	4	0	1	0	0	2	0	3	1	4	0	1	1	7	1	1
Tadh_TriadG64263	336	34	27	21	26	144	21	450	28	135	12	123	74	368	98	312	16	20	20	7	5	22	11	20	28	6	38	22	22	6	44	7	13
Tadh_TriadG60323	30	1	2	2	5	18	0	42	9	14	1	11	5	39	17	37	2	1	2	0	4	1	1	1	3	0	3	3	1	2	6	0	2
Tadh_orphan_606	25	1	1	0	0	17	1	29	4	3	0	7	5	26	7	29	0	1	4	0	1	2	0	1	7	0	0	1	0	1	5	0	1
Tadh_TriadG34361	32	3	1	1	0	9	1	23	1	7	2	7	6	17	7	14	0	3	1	1	0	0	0	3	0	0	2	0	0	0	2	1	1
Tadh_TriadG9870	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Tadh_TriadG62566	11	0	0	0	0	7	4	21	0	3	0	7	4	9	7	16	1	1	0	0	0	1	1	1	1	2	0	1	0	1	2	0	0
Tadh_TriadG2795	0	0	0	0	0	0	0	5	1	1	0	1	0	4	0	4	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62568	0	0	0	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62569	4	2	0	0	0	0	0	6	1	2	2	1	2	6	2	4	0	1	0	2	0	0	0	0	1	0	1	0	0	0	2	0	0
Tadh_orphan_608	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG62570	6	0	1	0	1	1	3	7	0	3	1	4	1	5	1	8	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
Tadh_wf_g11766	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG6502	38	4	4	3	4	13	3	42	5	16	0	10	8	49	12	47	0	1	1	1	0	4	1	3	1	1	6	5	4	4	4	2	1
Tadh_wf_g11768	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Tadh_TriadG62572	15	1	1	0	0	4	0	30	3	4	0	3	3	14	2	8	2	2	1	2	0	1	1	0	1	1	3	0	0	0	0	0	0
Tadh_TriadG62844	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_610	10	0	0	1	1	3	0	10	3	2	0	1	3	12	1	3	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0
Tadh_TriadG34374	2	0	1	0	0	0	0	2	0	0	0	0	1	3	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG34842	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
Tadh_orphan_611	1	0	1	0	0	0	0	4	0	0	0	2	0	9	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Tadh_TriadG34377	11	0	0	1	3	1	1	10	3	2	0	0	2	8	2	12	1	1	1	0	0	0	0	3	1	0	0	0	1	0	1	0	0
Tadh_orphan_612	238	23	11	4	6	74	12	251	15	110	8	46	35	203	88	212	9	17	9	5	0	11	3	8	7	5	17	4	7	6	15	5	10
Tadh_orphan_613	4	0	0	0	0	0	1	1	0	0	0	0	1	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_wf_g12189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG34844	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_614	4	0	0	0	0	2	0	5	0	2	0	1	2	2	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
Tadh_TriadG34381	61	6	3	3	3	34	5	78	6	23	7	27	18	68	24	55	0	8	5	2	0	0	3	9	5	1	5	0	0	4	12	1	2
Tadh_wf_g11773	1	0	0	0	0	3	2	5	0	3	0	0	0	5	2	6	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	1
Tadh_orphan_615	32	3	0	0	1	3	2	36	3	11	1	9	6	24	11	20	1	7	3	2	1	1	0	5	5	3	4	1	1	0	1	2	0
Tadh_wf_g11774	13	1	0	0	2	2	0	15	3	1	0	5	5	14	0	9	0	0	1	1	1	1	0	2	0	0	1	1	1	0	0	0	0
Tadh_TriadG34849	75	2	2	4	6	29	6	107	5	32	1	16	12	63	23	70	3	3	6	2	0	5	2	4	5	5	12	1	3	3	10	1	3
Tadh_wf_g12195	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_orphan_617	3	0	0	0	0	5	1	13	1	1	0	1	3	9	1	6	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1
Tadh_orphan_618	102	12	4	4	3	80	15	128	20	49	5	41	18	135	29	149	4	16	8	1	0	7	1	10	11	8	17	3	0	8	14	4	2
Tadh_TriadG60324	118	6	9	8	12	43	12	131	8	47	2	31	35	113	45	102	7	12	7	3	1	3	2	9	7	5	9	4	6	1	11	2	3
Tadh_orphan_619	9	2	0	0	0	10	2	5	0	0	0	2	1	5	0	8	2	3	0	0	0	1	0	1	0	0	1	0	0	1	2	0	0
Tadh_orphan_620	6	0	0	0	0	2	2	7	0	3	0	0	1	6	0	5	1	3	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1
Tadh_orphan_621	3116	440	207	98	150	1871	371	4111	559	1394	102	1011	604	3613	787	3319	144	265	141	107	11	229	57	239	215	183	398	83	98	181	406	107	104
Tadh_TriadG64264	183	14	10	6	12	47	9	210	15	49	8	39	31	165	66	163	18	15	3	3	2	10	9	12	16	5	16	8	8	7	10	2	4
Tadh_TriadG36524	59	10	10	3	13	30	5	77	7	23	1	33	14	80	27	69	4	5	3	0	1	3	2	4	7	3	13	0	3	2	12	2	5
Tadh_TriadG11846	15	1	0	0	0	4	0	21	0	2	0	1	0	7	0	5	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0
Tadh_TriadG60333	26	4	3	3	3	19	3	34	4	11	1	7	7	29	8	32	2	0	4	0	1	1	0	2	1	1	4	1	2	0	4	1	1
Tadh_TriadG60335	19	0	2	0	3	10	1	20	0	4	1	4	0	18	6	19	1	0	3	0	0	1	0	1	0	1	1	1	1	2	1	0	0
Tadh_TriadG60336	28	1	0	1	1	10	0	27	3	8	2	10	2	24	5	24	2	3	3	0	0	0	1	1	1	2	3	0	1	2	1	0	1
Tadh_TriadG60337	1	0	0	0	0	1	0	1	0	3	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tadh_TriadG60338	9	2	1	0	0	0	0	7	0	1	0	1	2	3	1	5	0	0	1	0	0	1	0	0	1	0	4	0	0	0	0	0	0
Tadh_orphan_622	15	2	1	0	0	5	1	27	1	7	0	4	5	15	10	14	0	1	1	2	0	2	0	1	0	0	6	0	0	1	0	0	0
Tadh_TriadG64268	34	3	3	1	3	21	1	45	3	10	0	12	10	24	14	54	0	3	1	0	1	0	2	2	3	2	8	3	1	0	1	1	5
Tadh_TriadG5539	2	0	0	0	0	1	0	3	0	0	0	3	0	3	0	10	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Tadh_TriadG50865	219	27	9	10	13	89	15	309	20	94	8	61	65	224	70	244	10	12	10	5	1	5	6	12	13	13	27	5	12	4	31	8	10
Tadh_TriadG50867	95	15	7	2	9	28	3	111	7	41	2	32	20	108	26	108	12	6	4	3	2	6	3	3	8	3	16	2	9	5	6	1	5
Tadh_TriadG60354	65	7	1	6	3	21	7	78	12	20	4	15	10	60	19	60	10	6	2	2	1	0	0	3	4	0	9	2	10	4	5	2	2
Tadh_orphan_623	4	0	0	0	1	5	1	5	1	1	0	3	1	5	1	9	2	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0
Tadh_wf_g9324	112	9	6	5	10	45	7	134	15	53	1	29	22	111	36	97	4	3	3	2	0	5	5	4	12	8	14	3	6	3	14	0	3
Tadh_TriadG30786	45	2	3	3	4	19	3	49	4	18	1	13	8	40	11	53	3	4	0	1	0	0	0	2	5	1	8	0	4	1	6	1	0
Tadh_TriadG60361	261	22	12	15	22	131	7	289	32	110	4	69	51	275	88	235	11	17	14	5	3	13	6	21	17	8	33	26	11	5	37	6	13
Tadh_TriadG60363	46	6	4	4	1	15	3	42	0	12	1	13	9	43	17	34	4	0	4	0	0	3	2	2	2	1	4	1	2	1	4	2	0
Tadh_TriadG30852	238	19	12	9	22	104	21	344	35	110	2	70	50	276	78	236	10	17	13	9	3	11	6	13	15	9	34	5	7	10	17	5	7
Tadh_TriadG60369	28	1	1	2	4	9	6	41	2	11	0	12	7	32	7	32	2	0	2	0	1	3	1	3	5	2	5	0	1	0	1	0	1
Tadh_TriadG60371	80	7	3	1	5	41	3	133	4	40	4	20	15	98	19	84	3	5	4	2	3	8	1	9	7	2	7	1	4	3	8	1	4
Tadh_TriadG60373	43	5	1	5	4	13	5	40	9	20	3	14	6	41	9	36	2	4	5	0	0	3	0	3	4	1	4	3	1	2	5	0	1
